artist,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userId
Basshunter,Kevin,M,1,Arellano,190.17098000000001,free,"Harrisburg-Carlisle, PA",PUT,NextSong,1540010000000.0,191,Why,200,1541490000000.0,66
Kings Of Leon,Kevin,M,2,Arellano,231.81016,free,"Harrisburg-Carlisle, PA",PUT,NextSong,1540010000000.0,191,Use Somebody,200,1541490000000.0,66
Slim Dusty,Austin,M,0,Rosales,198.922,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1541060000000.0,300,Long Black Road,200,1541490000000.0,12
Dido,Celeste,F,0,Williams,235.57179,free,"Klamath Falls, OR",PUT,NextSong,1541080000000.0,215,I'm No Angel,200,1541500000000.0,53
Lifehouse,Celeste,F,1,Williams,195.47383,free,"Klamath Falls, OR",PUT,NextSong,1541080000000.0,215,You And Me (Wedding Version),200,1541500000000.0,53
Gary U.S. Bonds,Celeste,F,2,Williams,243.25179,free,"Klamath Falls, OR",PUT,NextSong,1541080000000.0,215,Angelyne,200,1541500000000.0,53
Throw Me The Statue,Celeste,F,3,Williams,189.85751000000002,free,"Klamath Falls, OR",PUT,NextSong,1541080000000.0,215,Noises,200,1541500000000.0,53
Steely Dan,Mohammad,M,0,Rodriguez,457.89995,free,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,206,Deacon Blues,200,1541510000000.0,88
Arctic Monkeys,Ava,F,1,Robinson,191.26811999999998,free,"New Haven-Milford, CT",PUT,NextSong,1540930000000.0,211,Old Yellow Bricks,200,1541510000000.0,50
Sade,Ava,F,2,Robinson,271.96036000000004,free,"New Haven-Milford, CT",PUT,NextSong,1540930000000.0,211,Hang On To Your Love,200,1541510000000.0,50
Florence + The Machine,Bronson,M,0,Harris,219.66322000000002,free,"Eugene, OR",PUT,NextSong,1540910000000.0,251,Dog Days Are Over (Radio Edit),200,1541510000000.0,33
Vinnie Vincent Invasion,Sienna,F,0,Colon,303.12444,free,"Las Cruces, NM",PUT,NextSong,1540010000000.0,291,Ashes To Ashes (2003 Digital Remaster),200,1541520000000.0,81
Hellogoodbye;Elliott Yamin,Evelin,F,3,Ayala,218.38322000000002,free,"Milwaukee-Waukesha-West Allis, WI",PUT,NextSong,1541010000000.0,33,Here (In Your Arms) (Radio Edit),200,1541520000000.0,34
Kanye West,Evelin,F,4,Ayala,311.92771,free,"Milwaukee-Waukesha-West Allis, WI",PUT,NextSong,1541010000000.0,33,Stronger,200,1541520000000.0,34
Interpol,Evelin,F,5,Ayala,247.66648999999998,free,"Milwaukee-Waukesha-West Allis, WI",PUT,NextSong,1541010000000.0,33,Narc,200,1541520000000.0,34
Eminem,Evelin,F,6,Ayala,284.18567,free,"Milwaukee-Waukesha-West Allis, WI",PUT,NextSong,1541010000000.0,33,The Real Slim Shady,200,1541520000000.0,34
Carla Bruni,Avery,F,2,Watkins,163.02975,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540870000000.0,130,Quelqu'un M'a Dit (Album Version),200,1541520000000.0,30
Toby Keith,Avery,F,3,Watkins,192.31302,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540870000000.0,130,You Ain't Leavin' (Thank God Are Ya),200,1541520000000.0,30
Dim Chris_ Thomas Gold,Jizelle,F,0,Benjamin,504.60689,free,"Plymouth, IN",PUT,NextSong,1539910000000.0,126,Self Control (Laurent Wolf & Anton Wick),200,1541520000000.0,2
Blue Rodeo,Avery,F,4,Watkins,310.9873,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540870000000.0,130,Hasn't Hit Me Yet,200,1541520000000.0,30
Evanescence,Lily,F,1,Burns,237.11302,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540620000000.0,305,Bring Me To Life,200,1541520000000.0,32
BeyoncÃÂ©,Avery,F,5,Watkins,190.06649,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540870000000.0,130,I'd Rather Go Blind,200,1541520000000.0,30
Lupe Fiasco,Jizelle,F,1,Benjamin,262.89587,free,"Plymouth, IN",PUT,NextSong,1539910000000.0,126,Hurt Me Soul (Explicit Album Version),200,1541520000000.0,2
Deadmau5,Lily,F,2,Burns,296.64608,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540620000000.0,305,Moar Ghosts 'n' Stuff,200,1541520000000.0,32
Daft Punk,Avery,F,6,Watkins,295.13097999999997,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540870000000.0,130,Face To Face / Short Circuit,200,1541520000000.0,30
Jay-Jay Johanson,Jizelle,F,2,Benjamin,381.43955,free,"Plymouth, IN",PUT,NextSong,1539910000000.0,126,Tell Me When The Party's Over/Prequiem,200,1541520000000.0,2
Gigi D'agostino,Lily,F,3,Burns,241.73668999999998,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540620000000.0,305,Emotions,200,1541520000000.0,32
Great Lake Swimmers,Avery,F,7,Watkins,185.46893,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540870000000.0,130,Falling Into the Sky,200,1541520000000.0,30
Linkin Park,Lily,F,4,Burns,175.38567,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540620000000.0,305,Lying From You (Album Version),200,1541520000000.0,32
the bird and the bee,Avery,F,8,Watkins,225.17506,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540870000000.0,130,My Love,200,1541520000000.0,30
Martine McCutcheon,Jizelle,F,3,Benjamin,185.05098,free,"Plymouth, IN",PUT,NextSong,1539910000000.0,126,The Lady Is A Tramp (From 'Babes In Arms'),200,1541520000000.0,2
Justin Bieber,Lily,F,5,Burns,191.55546,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540620000000.0,305,Love Me,200,1541520000000.0,32
Leo GarcÃÂ­a,Katherine,F,0,Gay,160.91383000000002,free,"San Antonio-New Braunfels, TX",PUT,NextSong,1540970000000.0,266,Nadie Salva,200,1541520000000.0,57
Matt Redman,Avery,F,9,Watkins,289.35791,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540870000000.0,130,You Never Let Go,200,1541520000000.0,30
Coldplay,Katherine,F,1,Gay,268.38159,free,"San Antonio-New Braunfels, TX",PUT,NextSong,1540970000000.0,266,Yellow,200,1541520000000.0,57
DHT Feat. EdmÃÂ©e,Avery,F,10,Watkins,229.98158999999998,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540870000000.0,130,Listen To Your Heart,200,1541520000000.0,30
Tarkan,Avery,F,11,Watkins,194.16771,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540870000000.0,130,Simarik,200,1541520000000.0,30
The Rifles,Avery,F,12,Watkins,147.87873000000002,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540870000000.0,130,For The Meantime,200,1541520000000.0,30
The Killers,Avery,F,13,Watkins,491.57179,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540870000000.0,130,Human,200,1541520000000.0,30
J. Geils Band,Jizelle,F,5,Benjamin,224.44362999999998,free,"Plymouth, IN",PUT,NextSong,1539910000000.0,126,Love Stinks,200,1541520000000.0,2
Shakira,Jizelle,F,6,Benjamin,148.1922,free,"Plymouth, IN",PUT,NextSong,1539910000000.0,126,Pienso En Ti,200,1541520000000.0,2
Radiohead,Avery,F,14,Watkins,231.91465,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540870000000.0,130,(Nice Dream),200,1541520000000.0,30
Muse,Avery,F,15,Watkins,304.84853,paid,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1540870000000.0,130,Uprising,200,1541520000000.0,30
Spoon,Mohammad,M,0,Rodriguez,222.32771,free,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,312,The Underdog (Album version),200,1541530000000.0,88
Blind Pilot,Mohammad,M,1,Rodriguez,195.39546,free,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,312,Things I Cannot Recall,200,1541530000000.0,88
Delirious?,Mohammad,M,2,Rodriguez,397.26975,free,"Sacramento--Roseville--Arden-Arcade, CA",PUT,NextSong,1540510000000.0,312,History Maker,200,1541530000000.0,88
Incubus,Kate,F,0,Harrell,237.06077000000002,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Love Hurts,200,1541530000000.0,97
No Te Va Gustar,Kate,F,1,Harrell,162.95138,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,No Llegas A MÃÂ­,200,1541530000000.0,97
Radiohead,Kate,F,2,Harrell,321.27955,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,There_ There,200,1541530000000.0,97
Nas,Kate,F,3,Harrell,268.7473,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Black President,200,1541530000000.0,97
Samajona,Kate,F,4,Harrell,178.36363,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Shake Your Body,200,1541530000000.0,97
Chicane,Kate,F,5,Harrell,218.33097999999998,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Love On The Run,200,1541530000000.0,97
Lupe Fiasco,Kate,F,6,Harrell,280.52853,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,American Terrorist [feat. Matthew Santos] (Explicit Album Version),200,1541530000000.0,97
Madonna,Kate,F,7,Harrell,260.75383,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Beautiful Stranger,200,1541530000000.0,97
Telex,Kate,F,8,Harrell,352.83546,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,On The Road Again (Pigna People Remix),200,1541530000000.0,97
Modest Mouse,Kate,F,9,Harrell,209.52771,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Float On,200,1541530000000.0,97
Cassandra Wilson,Ryan,M,0,Smith,283.0624,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1541020000000.0,322,Dust My Broom,200,1541530000000.0,26
Eminem / Dina Rae,Kate,F,10,Harrell,350.11872999999997,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Superman,200,1541530000000.0,97
Eliza Doolittle,Ryan,M,1,Smith,200.30649,free,"San Jose-Sunnyvale-Santa Clara, CA",PUT,NextSong,1541020000000.0,322,Police Car,200,1541530000000.0,26
Vivian Green,Kate,F,11,Harrell,336.43057000000005,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Love For Sale,200,1541530000000.0,97
Dean Martin,Kate,F,12,Harrell,185.83465,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Non Dimenticar,200,1541530000000.0,97
Skid Row,Kate,F,13,Harrell,218.64444,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Swallow Me (The Real You),200,1541530000000.0,97
Destroy The Runner,Kate,F,14,Harrell,232.09751,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Mr. And Mrs. Cuckoldom,200,1541530000000.0,97
BjÃÂ¶rk,Kate,F,15,Harrell,348.57751,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Undo,200,1541530000000.0,97
Green Day,Kate,F,16,Harrell,213.02812000000003,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Give Me Novacaine [feat. Green Day & The Cast Of American Idiot] (Album Version),200,1541530000000.0,97
23 Skidoo,Kate,F,17,Harrell,236.56444,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,S-Matrix (Part 1 - A Winter Ritual),200,1541530000000.0,97
Thurston Moore,Kate,F,18,Harrell,139.98975,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Feathers,200,1541530000000.0,97
Irma Thomas,Kate,F,21,Harrell,180.50567,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Anyone Who Knows What Love Is (Will Understand),200,1541530000000.0,97
Micatone,Kate,F,22,Harrell,379.68934,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Nomad,200,1541530000000.0,97
Jonathan Coulton,Kate,F,23,Harrell,182.7522,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Still Alive,200,1541530000000.0,97
Deftones,Kate,F,24,Harrell,321.98485,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,The Chauffeur (Remastered Version),200,1541530000000.0,97
Telepopmusik,Kate,F,25,Harrell,332.95628,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Love Can Damage Your Health,200,1541530000000.0,97
Monsters Of Folk,Kate,F,26,Harrell,307.01669,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Dear God (Sincerely M.O.F.),200,1541530000000.0,97
The All-American Rejects,Kate,F,27,Harrell,220.00281,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Change Your Mind,200,1541530000000.0,97
Masta Killa,Kate,F,28,Harrell,195.70893,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Ringing Bells,200,1541530000000.0,97
Adelitas Way,Kate,F,29,Harrell,192.26077,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Invincible (WWE Superstars Theme Song) (Explicit),200,1541530000000.0,97
Feral Children,Kate,F,30,Harrell,194.5073,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Saint,200,1541530000000.0,97
Fusebox,Kate,F,31,Harrell,246.04689,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,My Everything (Lost In Worship Album Version),200,1541540000000.0,97
3OH!3,Kate,F,32,Harrell,205.81832,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,STILLAROUND [BIGMIX] (Bonus Version),200,1541540000000.0,97
Radiohead,Kate,F,33,Harrell,129.56689,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Faust Arp,200,1541540000000.0,97
Jaci Velasquez,Kate,F,34,Harrell,200.95955,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Something (Album Version),200,1541540000000.0,97
Fernando Ubiergo,Kate,F,35,Harrell,173.7922,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Yo Pienso En Ti,200,1541540000000.0,97
Air Supply,Rylan,M,0,George,361.24689,free,"Birmingham-Hoover, AL",PUT,NextSong,1541020000000.0,315,It's Never Too Late (Album Version),200,1541540000000.0,16
Death Cab for Cutie,Kate,F,36,Harrell,229.66812000000002,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Cath... (Album Version),200,1541540000000.0,97
Eminem / Nate Dogg,Rylan,M,1,George,297.9522,free,"Birmingham-Hoover, AL",PUT,NextSong,1541020000000.0,315,'Till I Collapse,200,1541540000000.0,16
Philippe Rochard,Kate,F,37,Harrell,360.51546,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Crumpshit,200,1541540000000.0,97
Weezer,Kate,F,38,Harrell,199.94077,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Island In The Sun,200,1541540000000.0,97
Nando Reis,Kate,F,39,Harrell,254.6673,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,"A Letra ""A",200,1541540000000.0,97
Aborted,Kate,F,40,Harrell,267.78077,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Skullfuck Crescendo,200,1541540000000.0,97
Walter Beasley,Kate,F,41,Harrell,287.08526,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Killing Me Softly,200,1541540000000.0,97
Enigma,Kate,F,42,Harrell,262.71302000000003,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Knocking On Forbidden Doors,200,1541540000000.0,97
Neil Diamond,Kate,F,43,Harrell,194.40281000000002,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Song Sung Blue,200,1541540000000.0,97
Deftones,Kate,F,44,Harrell,307.3824,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,If Only Tonight We Could Sleep (Remastered Version),200,1541540000000.0,97
Gorillaz,Kate,F,45,Harrell,284.94322,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Double Bass,200,1541540000000.0,97
Will Young,Kate,F,46,Harrell,213.55057000000002,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Leave Right Now,200,1541540000000.0,97
Guns N' Roses,Kate,F,47,Harrell,591.9603599999999,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Estranged,200,1541540000000.0,97
Harmonia,Kate,F,48,Harrell,655.77751,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Sehr kosmisch,200,1541540000000.0,97
Alanis Morissette,Kate,F,49,Harrell,236.45995,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Ironic (Acoustic Album Version),200,1541540000000.0,97
MichÃÂ¨le Arnaud,Kate,F,50,Harrell,105.50811999999999,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Chanson Sur Une Seule Note Samba De Uma Nota So,200,1541540000000.0,97
Nicola Marchioro,Kate,F,51,Harrell,201.1424,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Lumidee,200,1541540000000.0,97
Pantera,Kate,F,53,Harrell,346.51383,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Cemetary Gates (LP Version),200,1541540000000.0,97
Godsmack,Kate,F,54,Harrell,235.93751,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Speak,200,1541540000000.0,97
Gorillaz,Kate,F,55,Harrell,357.61587000000003,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Clint Eastwood (Explicit),200,1541540000000.0,97
Ray Barretto,Ryann,F,1,Smith,251.79382999999999,free,"Palestine, TX",PUT,NextSong,1540690000000.0,91,Indestructible,200,1541540000000.0,92
Usher featuring will.i.am,Ryann,F,2,Smith,395.72853,free,"Palestine, TX",PUT,NextSong,1540690000000.0,91,OMG,200,1541540000000.0,92
Mates of State,Kate,F,56,Harrell,227.36934,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Parachutes (Funeral Song) (LP Version),200,1541540000000.0,97
Angelo D'Onorio,Kate,F,57,Harrell,399.98649,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Ain't No One Like You,200,1541540000000.0,97
Silversun Pickups,Kate,F,58,Harrell,253.75302000000002,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Panic Switch (UK edit),200,1541540000000.0,97
Blink-182,Kate,F,59,Harrell,251.81995,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Always,200,1541540000000.0,97
Hank Penny,Kate,F,60,Harrell,145.34485,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,No Muss No Fuss No Bother,200,1541540000000.0,97
Carrie Underwood,Kate,F,61,Harrell,225.20118,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,So Small,200,1541540000000.0,97
Black Box,Kate,F,62,Harrell,312.99872999999997,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Fantasy,200,1541540000000.0,97
Cloud Cult,Kate,F,63,Harrell,213.31546,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Running With the Wolves,200,1541540000000.0,97
Cartola,Kate,F,64,Harrell,188.65587,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Verde Que Te Quero Rosa,200,1541540000000.0,97
Octopus Project,Kate,F,66,Harrell,422.16444,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,The Way Things Go,200,1541540000000.0,97
Peter Tosh,Kate,F,67,Harrell,267.49342,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Recruiting Soldiers (2002 Digital Remaster),200,1541540000000.0,97
Alter Bridge,Kate,F,68,Harrell,286.35382999999996,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Down To My Last,200,1541540000000.0,97
Two Door Cinema Club,Kate,F,69,Harrell,207.43791000000002,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Costume Party,200,1541540000000.0,97
Ray LaMontagne,Kate,F,70,Harrell,236.59057,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Trouble (Album Version),200,1541550000000.0,97
Lady GaGa,Kate,F,71,Harrell,169.87383,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Fashion,200,1541550000000.0,97
Colt Ford,Kate,F,72,Harrell,170.84036,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Huntin' The World,200,1541550000000.0,97
Tracy Byrd,Kate,F,73,Harrell,182.02077,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Watermelon Crawl,200,1541550000000.0,97
Brand New,Kate,F,74,Harrell,386.7424,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Noro,200,1541550000000.0,97
Creedence Clearwater Revival,Kate,F,75,Harrell,160.02567,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Have You Ever Seen The Rain,200,1541550000000.0,97
Earth_ Wind & Fire,Kate,F,76,Harrell,280.47628,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Pure Gold,200,1541550000000.0,97
Fleet Foxes,Tegan,F,0,Levine,208.03873000000002,free,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,307,Tiger Mountain Peasant Song,200,1541550000000.0,80
be your own PET,Kate,F,77,Harrell,66.87302,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Food Fight!,200,1541550000000.0,97
The Killers,Kate,F,78,Harrell,220.89097999999998,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,When You Were Young,200,1541550000000.0,97
Roy Ayers,Tegan,F,1,Levine,240.90077000000002,free,"Portland-South Portland, ME",PUT,NextSong,1540790000000.0,307,Searching,200,1541550000000.0,80
Rihanna,Kate,F,79,Harrell,229.04117999999997,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Take A Bow,200,1541550000000.0,97
Andres Calamaro,Kate,F,80,Harrell,144.5873,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,El Novio Del Olvido,200,1541550000000.0,97
Blue States,Kate,F,81,Harrell,299.2322,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Walkabout,200,1541550000000.0,97
The Black Keys,Kate,F,82,Harrell,161.85424,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Act Nice and Gentle,200,1541550000000.0,97
Staind,Kate,F,83,Harrell,291.65668999999997,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Outside (Original LP Version),200,1541550000000.0,97
James Taylor,Kate,F,84,Harrell,253.12607999999997,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Sweet Baby James,200,1541550000000.0,97
Moby,Kate,F,85,Harrell,198.60853,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Time's Up (Dust Mix),200,1541550000000.0,97
Girl Talk,Kate,F,86,Harrell,170.73587,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Hold up,200,1541550000000.0,97
Sean Kingston and Justin Bieber,Kate,F,87,Harrell,201.9522,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Eenie Meenie,200,1541550000000.0,97
Miami Horror,Kate,F,88,Harrell,250.8273,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Sometimes,200,1541550000000.0,97
The White Stripes,Kate,F,89,Harrell,241.8673,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,My Doorbell (Album Version),200,1541550000000.0,97
Juan Carmona,Kate,F,90,Harrell,331.44118,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Panales de Algodon,200,1541550000000.0,97
Alison Krauss / Union Station,Kate,F,91,Harrell,171.04934,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Restless,200,1541550000000.0,97
Bullet For My Valentine,Kate,F,92,Harrell,235.65016,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Begging For Mercy,200,1541550000000.0,97
BjÃÂ¶rk,Kate,F,93,Harrell,348.57751,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Undo,200,1541550000000.0,97
Kanye West,Kate,F,94,Harrell,198.47791,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Celebration,200,1541550000000.0,97
Amy Winehouse,Ayla,F,0,Johnson,231.52281000000002,free,"Santa Rosa, CA",PUT,NextSong,1540880000000.0,223,Stronger Than Me,200,1541550000000.0,63
Saosin,Kate,F,95,Harrell,238.10567000000003,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,You're Not Alone,200,1541550000000.0,97
Gorillaz,Kate,F,96,Harrell,195.44771,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Last Living Souls,200,1541550000000.0,97
World Inferno/Friendship Society_ The,Kate,F,97,Harrell,125.83138000000001,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Everybody Comes to Rick's,200,1541550000000.0,97
Fall Out Boy,Kate,F,98,Harrell,172.01587,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Don't You Know Who I Think I Am?,200,1541550000000.0,97
Lonnie Gordon,Kate,F,99,Harrell,181.21098,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Catch You Baby (Steve Pitron & Max Sanna Radio Edit),200,1541550000000.0,97
Crystal Castles,Kate,F,100,Harrell,213.05424,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Not In Love,200,1541550000000.0,97
Cage The Elephant,Kate,F,101,Harrell,175.12444,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Ain't No Rest For The Wicked (Original Version),200,1541550000000.0,97
Rick Ross,Kate,F,102,Harrell,277.36771,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,293,Luxury Tax,200,1541550000000.0,97
Lovehatehero,Kaylee,F,0,Summers,216.65913999999998,free,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1540340000000.0,181,Red Dress,200,1541550000000.0,8
Justin Bieber,Kaylee,F,1,Summers,264.35873,free,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1540340000000.0,181,Never Let You Go,200,1541550000000.0,8
Zero 7,Kaylee,F,2,Summers,199.96688999999998,free,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1540340000000.0,181,You're My Flame [Album Version],200,1541550000000.0,8
Yeah Yeah Yeahs,Kaylee,F,3,Summers,220.96934,free,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1540340000000.0,181,Heads Will Roll,200,1541550000000.0,8
4 Skins,Kaylee,F,4,Summers,165.51138,free,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1540340000000.0,181,Clockwork Skinhead,200,1541560000000.0,8
